Source,Batch,Frame,Layer,LayerName,NumDims,Dimensions,RawTensorData
Source_0,Batch_57,Frame_54,Layer_1,output_bbox/BiasAdd:0,3,16 34 60 ,RAW_DATA:0.144897 0.425026 0.916706 0.941557 0.903381 0.964952 0.796488 0.596956 0.496663 0.462516 0.466127 0.508087 0.537879 0.525908 0.639132 0.679778 0.670069 0.564370 0.492716 0.443069 0.435617 0.446457 0.451707 0.457222 0.484001 0.489596 0.451434 0.444725 0.417637 0.420905 0.489426 0.545502 0.484725 0.493315 0.522205 0.535932 0.557096 0.608144 0.605946 0.609476 0.683043 0.788396 0.785589 0.962190 0.878213 0.609139 0.290293 0.385770 0.786478 1.311779 1.219655 1.580854 0.789128 1.827978 2.192114 2.239037 0.437133 -0.648233 -0.199561 0.152117 0.207698 0.355292 0.852508 1.212360 1.162120 1.465986 1.508046 1.322621 1.277237 1.235035 1.190475 1.149268 1.027748 0.873059 0.859321 0.911473 1.074390 1.039240 0.991566 0.950341 0.930788 0.853641 0.859586 0.801035 0.806099 0.799753 0.745964 0.704380 0.702179 0.735414 0.762168 0.823057 0.762669 0.736672 0.712756 0.696427 0.646589 0.692734 0.751760 0.810273...[truncated_32640_elements]
Source_1,Batch_57,Frame_56,Layer_0,output_cov/Sigmoid:0,3,4 34 60 ,RAW_DATA:0.000005 0.000008 0.000007 0.000005 0.000004 0.000004 0.000003 0.000003 0.000003 0.000003 0.000002 0.000002 0.000001 0.000001 0.000001 0.000001 0.000001 0.000002 0.000002 0.000005 0.000006 0.000008 0.000008 0.000006 0.000004 0.000004 0.000007 0.000020 0.000024 0.000026 0.000015 0.000023 0.000012 0.000010 0.000004 0.000021 0.000014 0.000008 0.000015 0.000012 0.000018 0.000015 0.000005 0.000003 0.000003 0.000003 0.000004 0.000004 0.000003 0.000004 0.000004 0.000005 0.000005 0.000005 0.000005 0.000003 0.000004 0.000008 0.000024 0.000024 0.000003 0.000010 0.000016 0.000011 0.000007 0.000007 0.000008 0.000005 0.000003 0.000002 0.000001 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000004 0.000007 0.000011 0.000007 0.000006 0.000011 0.000005 0.000009 0.000003 0.000024 0.000020 0.000010 0.000013 0.000008 0.000010 0.000004 0.000010 0.000001 0.000005 0.000007 0.000009...[truncated_8160_elements]
Source_1,Batch_57,Frame_56,Layer_1,output_bbox/BiasAdd:0,3,16 34 60 ,RAW_DATA:0.614022 0.394050 0.691631 0.796957 0.815977 0.794628 0.507303 0.584575 0.593476 0.634836 0.848055 1.122121 1.269374 1.259931 1.154043 0.984253 0.890262 0.920415 0.781654 0.579358 0.575299 0.602154 0.604272 0.442383 0.324215 -0.256483 -0.343615 -0.031563 0.197081 0.151401 -0.086967 0.268674 0.617746 0.773232 0.960472 0.962814 0.815244 0.920491 1.213937 1.731622 1.814538 1.128665 0.590066 0.800510 0.895756 0.776943 0.625821 0.623038 0.620127 0.775730 0.582852 0.500817 0.526023 0.538958 0.528526 0.575109 0.622115 0.350730 0.320649 0.189112 0.355373 0.293649 0.745616 1.064580 1.139893 1.144027 1.173574 1.154655 1.212924 1.252628 1.351225 1.613197 1.821466 1.965395 1.747444 1.713829 1.349240 0.949245 0.616006 0.467790 0.244511 0.199326 0.407778 0.534118 0.940059 -0.011525 0.257453 -0.074250 -0.222885 0.183420 -0.020014 0.243178 0.432156 0.350962 0.611999 0.719219 0.800458 0.863346 1.145946 1.413980...[truncated_32640_elements]
Source_2,Batch_57,Frame_55,Layer_0,output_cov/Sigmoid:0,3,4 34 60 ,RAW_DATA:0.000092 0.000128 0.000114 0.000041 0.000051 0.000024 0.000010 0.000004 0.000029 0.000017 0.000004 0.000002 0.000001 0.000002 0.000002 0.000001 0.000002 0.000003 0.000013 0.000162 0.003216 0.001625 0.000963 0.000930 0.000606 0.000241 0.000097 0.000010 0.000014 0.000023 0.000039 0.000068 0.000059 0.000226 0.000572 0.001141 0.001138 0.000396 0.000693 0.000401 0.000099 0.000056 0.000012 0.000012 0.000010 0.000025 0.000151 0.000954 0.000236 0.000127 0.000230 0.000351 0.000183 0.000057 0.000221 0.000059 0.000091 0.000096 0.000219 0.000077 0.000017 0.000050 0.000018 0.000008 0.000036 0.000016 0.000011 0.000007 0.000007 0.000010 0.000004 0.000001 0.000000 0.000000 0.000000 0.000000 0.000001 0.000001 0.000006 0.000065 0.001987 0.001534 0.003154 0.000206 0.000435 0.000323 0.000725 0.000243 0.000227 0.000457 0.000293 0.000330 0.000156 0.000261 0.000342 0.000411 0.000227 0.000239 0.000199 0.000112...[truncated_8160_elements]
Source_2,Batch_57,Frame_55,Layer_1,output_bbox/BiasAdd:0,3,16 34 60 ,RAW_DATA:0.016522 0.486865 0.649780 0.837594 0.157303 -0.227224 0.045207 -0.354594 -0.143412 0.340661 0.401624 0.502041 0.407132 0.593790 1.130190 1.310724 1.072188 0.496702 -0.246831 -0.842848 -0.434659 0.006405 0.081119 0.555839 0.204259 0.488043 0.762324 1.104798 0.005176 -0.398840 -0.419663 -0.544617 -0.125654 0.286700 0.724670 -0.009714 -0.137840 0.061810 -0.181074 -0.239842 0.092236 0.428397 -0.202479 0.217259 -0.563988 -0.163679 -0.045807 0.456646 0.562646 0.110905 -0.294435 -0.076390 0.367009 0.299633 -0.267113 0.194871 -0.148558 -0.173042 0.179025 -0.070848 0.017413 0.475930 0.900222 1.364131 0.937168 0.047425 0.293815 -0.452196 -0.156007 0.235465 0.541184 0.723499 0.625135 0.631079 0.863596 0.966622 1.040738 0.647561 0.178579 -0.638446 -0.406738 0.013972 0.105545 -0.085393 0.148023 0.408462 0.452443 0.307476 -0.415109 -0.326974 0.105864 0.481804 0.142041 0.420943 0.825657 -0.412893 -0.136679 0.023140 -0.302473 -0.174786...[truncated_32640_elements]
Source_3,Batch_57,Frame_54,Layer_0,output_cov/Sigmoid:0,3,4 34 60 ,RAW_DATA:0.000000 0.000002 0.000001 0.000000 0.000001 0.000000 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000005 0.000021 0.000021 0.000017 0.000014 0.000003 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000002 0.000005 0.000001 0.000002 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000001 0.000001 0.000001...[truncated_8160_elements]
Source_3,Batch_57,Frame_54,Layer_1,output_bbox/BiasAdd:0,3,16 34 60 ,RAW_DATA:0.317264 0.473007 0.235645 0.222609 0.238371 0.388764 0.281050 0.650728 1.289999 0.231341 0.140803 0.861286 1.363212 0.862405 0.846777 0.534551 0.120990 0.172581 0.414953 0.686611 0.421656 0.203329 0.150079 0.414791 0.799291 0.777780 0.508053 0.514658 -0.499326 -0.540062 0.102196 0.525510 1.019632 0.058018 0.164948 0.255140 0.052276 -0.032701 0.166172 0.438491 -0.496750 -0.260453 -0.440095 -0.308597 0.190529 0.612086 0.995249 1.100325 0.677396 0.222581 -0.026030 -0.515107 0.068429 0.082121 -0.130563 0.275483 0.572813 0.285572 0.779749 0.736346 0.069909 0.387734 0.704914 0.530992 1.062648 1.324974 1.514820 1.540395 1.669611 1.638933 1.619674 1.453528 1.434164 1.234644 1.223046 1.325103 1.342699 1.414468 1.359210 1.408706 1.174134 1.284043 1.577766 1.926983 1.785357 1.620787 1.456835 1.362288 0.617045 -0.364903 0.196238 0.609436 1.191866 0.891925 0.198862 0.507335 -0.747379 -0.510334 -0.027214 0.379614...[truncated_32640_elements]
Source_0,Batch_58,Frame_55,Layer_0,output_cov/Sigmoid:0,3,4 34 60 ,RAW_DATA:0.000004 0.000006 0.000003 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000001 0.000000 0.000000 0.000001 0.000001 0.000001 0.000000 0.000000 0.000000 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000002 0.000003 0.000002 0.000001 0.000001 0.000002 0.000001 0.000001 0.000002 0.000044 0.000163 0.000001 0.000003 0.000003 0.000001 0.000000 0.000000 0.000001 0.000001 0.000001 0.000001 0.000000 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001...[truncated_8160_elements]
Source_0,Batch_58,Frame_55,Layer_1,output_bbox/BiasAdd:0,3,16 34 60 ,RAW_DATA:0.146796 0.424828 0.916031 0.938335 0.900077 0.961378 0.792365 0.592183 0.490366 0.457563 0.460435 0.502579 0.536337 0.525294 0.637507 0.680747 0.672291 0.568711 0.481977 0.422968 0.413662 0.428752 0.424956 0.461199 0.481821 0.491221 0.465406 0.459257 0.440727 0.427536 0.465085 0.529718 0.485977 0.493626 0.519037 0.533735 0.556137 0.607532 0.605197 0.607501 0.680219 0.786039 0.785723 0.952089 0.879059 0.633602 0.307751 0.387979 0.784122 1.277805 1.216738 1.350838 -0.069201 0.915862 1.536155 1.896227 0.344573 -0.630225 -0.196616 0.144553 0.208390 0.355467 0.851707 1.212438 1.154215 1.457486 1.499871 1.313188 1.264130 1.221590 1.177945 1.145726 1.025416 0.868811 0.849876 0.900674 1.056443 1.014482 0.944243 0.912969 0.898139 0.808586 0.777908 0.772522 0.804863 0.801731 0.757897 0.713500 0.712561 0.728952 0.739049 0.771705 0.734291 0.711506 0.693918 0.678800 0.642480 0.688877 0.744651 0.797168...[truncated_32640_elements]
Source_1,Batch_58,Frame_57,Layer_0,output_cov/Sigmoid:0,3,4 34 60 ,RAW_DATA:0.000005 0.000008 0.000007 0.000005 0.000004 0.000004 0.000003 0.000003 0.000003 0.000003 0.000002 0.000002 0.000001 0.000001 0.000001 0.000001 0.000001 0.000002 0.000002 0.000005 0.000006 0.000008 0.000008 0.000006 0.000004 0.000004 0.000008 0.000022 0.000024 0.000024 0.000013 0.000020 0.000011 0.000010 0.000004 0.000020 0.000014 0.000007 0.000015 0.000012 0.000018 0.000015 0.000005 0.000003 0.000003 0.000003 0.000004 0.000004 0.000003 0.000004 0.000004 0.000005 0.000005 0.000005 0.000005 0.000003 0.000004 0.000008 0.000024 0.000024 0.000003 0.000010 0.000016 0.000011 0.000007 0.000007 0.000008 0.000005 0.000003 0.000002 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000003 0.000006 0.000011 0.000007 0.000006 0.000010 0.000006 0.000010 0.000003 0.000024 0.000019 0.000010 0.000012 0.000007 0.000009 0.000004 0.000009 0.000001 0.000005 0.000006 0.000008...[truncated_8160_elements]
Source_1,Batch_58,Frame_57,Layer_1,output_bbox/BiasAdd:0,3,16 34 60 ,RAW_DATA:0.614022 0.394050 0.691631 0.796957 0.815977 0.794628 0.507304 0.584622 0.593752 0.635127 0.849385 1.124959 1.275174 1.258552 1.163567 0.987697 0.898676 0.919941 0.779442 0.576982 0.571174 0.604260 0.597699 0.447338 0.312648 -0.267062 -0.351323 -0.029512 0.197195 0.148981 -0.086293 0.268985 0.625644 0.793410 0.992937 0.956940 0.781885 0.912336 1.213928 1.736847 1.830183 1.142160 0.589852 0.803695 0.901034 0.785790 0.631243 0.624189 0.619344 0.776116 0.582537 0.499521 0.525584 0.538883 0.528524 0.575105 0.622115 0.350730 0.320649 0.189112 0.355373 0.293649 0.745616 1.064580 1.139893 1.144026 1.173615 1.154964 1.213569 1.253429 1.352050 1.615784 1.825392 1.968878 1.751708 1.716779 1.355899 0.956363 0.617797 0.467189 0.249204 0.209372 0.409765 0.534526 0.962686 -0.019466 0.250741 -0.061478 -0.219245 0.183726 0.021599 0.244482 0.424769 0.361276 0.642961 0.705989 0.793534 0.864244 1.150104 1.413543...[truncated_32640_elements]
Source_2,Batch_58,Frame_56,Layer_0,output_cov/Sigmoid:0,3,4 34 60 ,RAW_DATA:0.000017 0.000100 0.000038 0.000029 0.000010 0.000018 0.000014 0.000244 0.000053 0.000008 0.000003 0.000002 0.000004 0.000003 0.000002 0.000003 0.000003 0.000012 0.000090 0.001094 0.000390 0.000197 0.000097 0.000117 0.000059 0.000025 0.000008 0.000010 0.000404 0.000740 0.000165 0.000065 0.000140 0.000260 0.000178 0.000186 0.000187 0.000457 0.000246 0.000057 0.000067 0.000012 0.000010 0.000003 0.000014 0.000044 0.000131 0.000091 0.000096 0.000163 0.000141 0.000089 0.000051 0.000214 0.000081 0.000120 0.000061 0.000043 0.000095 0.000040 0.000040 0.000152 0.000104 0.000073 0.000047 0.000034 0.000158 0.000072 0.000150 0.000010 0.000001 0.000000 0.000000 0.000000 0.000001 0.000001 0.000002 0.000008 0.000074 0.000852 0.000314 0.000424 0.000121 0.000084 0.000061 0.000049 0.000025 0.000051 0.001941 0.000626 0.001813 0.000248 0.000277 0.000171 0.000090 0.000058 0.000167 0.000109 0.000094 0.000112...[truncated_8160_elements]
Source_2,Batch_58,Frame_56,Layer_1,output_bbox/BiasAdd:0,3,16 34 60 ,RAW_DATA:0.003138 0.476090 0.924726 0.602218 -0.186699 0.181794 -0.367150 -0.091972 0.382517 0.205355 0.194988 0.185813 0.286087 0.663615 0.952346 1.080949 0.483806 -0.529750 -0.791053 -0.399468 0.040186 0.155965 0.597838 0.603320 0.798969 0.947211 1.240417 0.818059 -0.410929 -0.069846 -0.198820 0.185537 0.395544 0.852056 0.014205 -0.153077 -0.493908 -0.211571 -0.173441 0.094860 0.566978 0.329375 0.417148 -0.010475 0.061077 0.119069 0.486372 0.162200 0.182154 -0.073099 0.046015 0.267359 0.286524 -0.251773 0.251536 0.089308 -0.074507 -0.094699 -0.333496 -0.095273 0.021919 0.502920 0.947200 1.378328 0.395103 0.310146 -0.474016 -0.070916 0.285086 0.531331 0.495716 0.438776 0.512463 0.813023 0.910384 0.964276 0.361115 -0.121358 -0.615006 -0.379846 0.054818 0.187405 0.547145 0.276162 0.953329 0.281269 0.805423 -0.453975 -0.367820 0.090820 0.434858 0.530912 0.696159 0.954144 -0.205317 -0.163285 -0.456732 -0.199288 -0.152449 0.186460...[truncated_32640_elements]
Source_3,Batch_58,Frame_55,Layer_0,output_cov/Sigmoid:0,3,4 34 60 ,RAW_DATA:0.000000 0.000002 0.000001 0.000000 0.000000 0.000000 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000001 0.000001 0.000001 0.000001 0.000002 0.000002 0.000000 0.000000 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000000 0.000000 0.000001 0.000001 0.000008 0.000014 0.000013 0.000009 0.000010 0.000002 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000002 0.000004 0.000001 0.000005 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000003 0.000002 0.000002 0.000003...[truncated_8160_elements]
Source_3,Batch_58,Frame_55,Layer_1,output_bbox/BiasAdd:0,3,16 34 60 ,RAW_DATA:0.464268 0.477567 -0.012204 0.145626 0.179409 0.326724 0.366941 0.790243 1.417548 0.554526 0.214597 0.791515 1.256927 0.737670 0.631009 0.436389 0.051685 0.248234 0.495588 0.768384 0.530227 0.252408 0.314150 0.624814 1.048876 0.814260 0.323505 -0.152715 -0.753795 -0.559460 0.057375 0.523237 1.051694 0.510655 0.202253 0.389954 -0.125576 -0.159151 0.166745 0.405352 -0.479996 -0.126928 -0.411050 -0.306664 0.208787 0.614518 1.041805 1.001622 0.651998 0.324294 0.073690 -0.448474 0.159619 0.323432 -0.002169 0.261962 0.552177 0.244611 0.706804 0.406471 0.081692 0.125273 0.262299 0.179782 0.731020 0.841171 1.306158 1.517522 1.725305 1.658079 1.591943 1.452060 1.397737 1.193486 1.242349 1.317987 1.311000 1.401389 1.450053 1.425451 1.224244 1.367831 1.772354 2.081473 1.944225 1.842913 1.425261 0.020931 -0.482255 -0.411085 0.134085 0.436503 1.004185 1.150495 0.199475 0.347899 -0.780874 -0.554749 -0.082802 0.252971...[truncated_32640_elements]
Source_0,Batch_59,Frame_56,Layer_0,output_cov/Sigmoid:0,3,4 34 60 ,RAW_DATA:0.000004 0.000006 0.000003 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000001 0.000000 0.000001 0.000001 0.000001 0.000001 0.000001 0.000000 0.000001 0.000001 0.000000 0.000000 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000002 0.000002 0.000002 0.000002 0.000004 0.000005 0.000002 0.000001 0.000004 0.000052 0.000140 0.000001 0.000003 0.000003 0.000001 0.000000 0.000001 0.000001 0.000001 0.000001 0.000001 0.000000 0.000000 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001...[truncated_8160_elements]
Source_0,Batch_59,Frame_56,Layer_1,output_bbox/BiasAdd:0,3,16 34 60 ,RAW_DATA:0.139395 0.427307 0.919535 0.896623 0.864712 0.962644 0.790390 0.595208 0.511375 0.459224 0.442385 0.472592 0.494435 0.460244 0.595028 0.615833 0.634837 0.560705 0.477777 0.436938 0.437477 0.452516 0.474013 0.490907 0.520698 0.517970 0.488197 0.455796 0.446009 0.438074 0.454297 0.497549 0.516510 0.529823 0.531445 0.525706 0.531731 0.567216 0.601134 0.646597 0.744602 0.891559 0.837100 0.968494 0.933024 0.668675 0.315072 0.391088 0.801491 1.294702 1.160286 0.903520 -0.451604 0.433518 0.709392 1.374634 0.282579 -0.623723 -0.197546 0.146825 0.289151 0.353489 0.849648 1.207079 1.131145 1.453172 1.500702 1.311687 1.240373 1.189719 1.209066 1.197196 1.115793 0.885757 0.843085 0.896831 1.084643 1.031083 0.967107 0.947677 0.957105 0.933867 0.953757 0.934160 0.911445 0.870799 0.855295 0.776483 0.757842 0.742031 0.747301 0.758738 0.796541 0.819229 0.769803 0.715446 0.696012 0.736331 0.819913 0.957544...[truncated_32640_elements]
Source_1,Batch_59,Frame_58,Layer_0,output_cov/Sigmoid:0,3,4 34 60 ,RAW_DATA:0.000005 0.000008 0.000007 0.000005 0.000004 0.000004 0.000003 0.000003 0.000003 0.000003 0.000002 0.000002 0.000001 0.000001 0.000001 0.000001 0.000001 0.000002 0.000002 0.000005 0.000006 0.000008 0.000007 0.000006 0.000003 0.000004 0.000007 0.000019 0.000022 0.000024 0.000014 0.000021 0.000010 0.000009 0.000004 0.000021 0.000014 0.000008 0.000016 0.000012 0.000018 0.000015 0.000005 0.000003 0.000003 0.000003 0.000004 0.000004 0.000003 0.000004 0.000004 0.000005 0.000005 0.000005 0.000005 0.000003 0.000004 0.000008 0.000024 0.000024 0.000003 0.000010 0.000016 0.000011 0.000007 0.000007 0.000008 0.000005 0.000003 0.000002 0.000001 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000003 0.000006 0.000010 0.000007 0.000006 0.000010 0.000005 0.000007 0.000002 0.000021 0.000016 0.000009 0.000012 0.000007 0.000009 0.000004 0.000009 0.000001 0.000004 0.000006 0.000008...[truncated_8160_elements]
Source_1,Batch_59,Frame_58,Layer_1,output_bbox/BiasAdd:0,3,16 34 60 ,RAW_DATA:0.614022 0.394050 0.691631 0.796957 0.815977 0.794628 0.507305 0.584666 0.593893 0.635015 0.848373 1.123115 1.270399 1.261448 1.163913 0.993029 0.907086 0.923035 0.779065 0.575055 0.570279 0.605159 0.572219 0.391169 0.312467 -0.253730 -0.352877 -0.025038 0.201487 0.152582 -0.086375 0.271990 0.625271 0.792869 1.043109 0.986641 0.780636 0.909477 1.206598 1.731802 1.830043 1.152657 0.581673 0.797784 0.896507 0.783676 0.631472 0.622913 0.618151 0.775186 0.582307 0.499246 0.525494 0.538867 0.528523 0.575105 0.622115 0.350730 0.320649 0.189112 0.355373 0.293649 0.745616 1.064580 1.139893 1.144026 1.173639 1.155226 1.213965 1.253691 1.352868 1.615716 1.825588 1.972164 1.755462 1.723588 1.357174 0.951243 0.616315 0.471472 0.260583 0.234665 0.412564 0.528450 0.974256 -0.003173 0.254149 -0.067683 -0.219570 0.185809 0.006147 0.242112 0.426802 0.390930 0.682822 0.731047 0.797570 0.865972 1.141912 1.411289...[truncated_32640_elements]
Source_2,Batch_59,Frame_57,Layer_0,output_cov/Sigmoid:0,3,4 34 60 ,RAW_DATA:0.000021 0.000026 0.000046 0.000014 0.000004 0.000004 0.000039 0.000009 0.000005 0.000002 0.000002 0.000007 0.000007 0.000005 0.000005 0.000004 0.000015 0.000193 0.001776 0.000656 0.000529 0.000130 0.000090 0.000082 0.000029 0.000011 0.000011 0.000035 0.000094 0.000047 0.000067 0.000051 0.000108 0.000098 0.000119 0.000094 0.000027 0.000028 0.000017 0.000106 0.000021 0.000015 0.000031 0.000188 0.000214 0.001499 0.000204 0.000205 0.000435 0.000594 0.000352 0.000139 0.000327 0.000193 0.000197 0.000109 0.000041 0.000060 0.000120 0.000070 0.000043 0.000062 0.000031 0.000017 0.000007 0.000003 0.000002 0.000022 0.000003 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000002 0.000005 0.000052 0.001998 0.000926 0.000571 0.000043 0.000034 0.000032 0.000040 0.000017 0.000029 0.000103 0.000164 0.000265 0.000141 0.000080 0.000117 0.000072 0.000048 0.000036 0.000025 0.000030 0.000046 0.000008...[truncated_8160_elements]
Source_2,Batch_59,Frame_57,Layer_1,output_bbox/BiasAdd:0,3,16 34 60 ,RAW_DATA:0.366216 0.462725 0.876824 0.041291 0.379060 0.701073 -0.067874 0.458607 0.354849 0.201685 0.119064 0.282276 0.641645 1.080799 1.107788 0.346426 -0.307786 -0.784747 -0.382546 0.067144 0.481389 0.878270 0.632283 0.933869 1.087984 1.739828 1.574993 0.475466 0.091189 -0.245339 0.134957 0.388356 0.535087 -0.500261 -0.209085 -0.527181 -0.286416 -0.091388 0.167869 0.606338 0.941668 0.691161 -0.548922 -0.206261 0.121771 0.582785 0.130112 0.046491 -0.284668 0.118524 0.293306 -0.134474 -0.145605 0.318419 0.114475 0.046222 -0.083951 -0.511254 -0.083070 0.228477 0.044782 0.423837 0.956993 1.021352 0.447384 -0.132773 -0.013759 0.308012 0.435124 0.564349 0.560229 0.686197 0.922953 1.056939 1.106302 0.831686 0.177363 -0.572632 -0.344059 0.076526 0.346368 0.232866 0.341248 1.017089 1.149015 1.504455 0.058592 -0.340647 0.159819 0.536314 0.600518 0.690273 0.659824 -0.511593 -0.192673 -0.032569 -0.117946 -0.069222 0.229934 0.510817...[truncated_32640_elements]
Source_3,Batch_59,Frame_56,Layer_0,output_cov/Sigmoid:0,3,4 34 60 ,RAW_DATA:0.000000 0.000002 0.000001 0.000000 0.000000 0.000000 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000000 0.000000 0.000000 0.000000 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000001 0.000014 0.000028 0.000019 0.000018 0.000020 0.000005 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000002 0.000003 0.000001 0.000004 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000000 0.000001 0.000001...[truncated_8160_elements]
Source_3,Batch_59,Frame_56,Layer_1,output_bbox/BiasAdd:0,3,16 34 60 ,RAW_DATA:0.440410 0.496453 0.172127 0.075422 0.211692 0.376283 0.388367 0.746316 1.335133 0.407346 0.153423 0.725424 1.262371 0.833503 0.594500 0.368341 0.071755 0.290942 0.499867 0.745748 0.538218 0.239140 0.207594 0.507337 0.828167 0.978151 0.478297 0.198584 -0.615284 -0.537510 0.116410 0.499990 0.992696 0.901193 0.484532 0.100331 -0.121878 -0.100949 0.195991 0.437606 -0.471028 -0.096199 -0.574202 -0.318391 0.190009 0.609843 1.023129 1.153354 1.166422 0.638372 0.066082 -0.439919 0.135675 0.270584 0.045155 0.263163 0.493392 0.229253 0.690540 0.293722 0.081650 0.254159 0.713689 0.373699 0.880131 1.059901 1.377734 1.488190 1.619249 1.529211 1.484310 1.414864 1.402030 1.185429 1.199791 1.247316 1.248384 1.350759 1.404202 1.383728 1.228286 1.454134 1.771769 2.164891 1.941881 1.729560 1.413762 0.976442 0.387207 -0.343525 0.265676 0.592407 1.158566 1.363362 0.483268 -0.128580 -0.687865 -0.527847 -0.059298 0.285286...[truncated_32640_elements]
Source_0,Batch_60,Frame_57,Layer_0,output_cov/Sigmoid:0,3,4 34 60 ,RAW_DATA:0.000004 0.000005 0.000003 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000003 0.000003 0.000002 0.000005 0.000007 0.000010 0.000004 0.000002 0.000004 0.000055 0.000186 0.000001 0.000003 0.000003 0.000001 0.000000 0.000000 0.000001 0.000001 0.000001 0.000001 0.000000 0.000000 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000000 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001...[truncated_8160_elements]
