Source,Batch,Frame,Layer,LayerName,NumDims,Dimensions,RawTensorData
Source_2,Batch_3,Frame_1,Layer_0,output_cov/Sigmoid:0,3,4 34 60 ,RAW_DATA:0.000002 0.000009 0.000003 0.000001 0.000002 0.000001 0.000004 0.000008 0.000019 0.000050 0.000014 0.000003 0.000004 0.000005 0.000003 0.000003 0.000003 0.000009 0.000014 0.000008 0.000013 0.000006 0.000006 0.000005 0.000008 0.000007 0.000005 0.000002 0.000003 0.000003 0.000003 0.000003 0.000005 0.000002 0.000002 0.000005 0.000030 0.000045 0.000068 0.000057 0.000012 0.000030 0.000003 0.000003 0.000007 0.000005 0.000008 0.000116 0.000369 0.000193 0.000105 0.000913 0.000623 0.000687 0.000252 0.000141 0.000012 0.000004 0.000010 0.000001 0.000002 0.000021 0.000001 0.000003 0.000004 0.000006 0.000004 0.000004 0.000010 0.000029 0.000033 0.000004 0.000001 0.000002 0.000004 0.000004 0.000001 0.000002 0.000006 0.000009 0.000025 0.000018 0.000010 0.000008 0.000008 0.000013 0.000005 0.000002 0.000001 0.000000 0.000000 0.000000 0.000001 0.000001 0.000000 0.000000 0.000002 0.000046 0.000021 0.000032...[truncated_8160_elements]
Source_2,Batch_3,Frame_1,Layer_1,output_bbox/BiasAdd:0,3,16 34 60 ,RAW_DATA:0.111906 0.468412 0.806496 0.682363 -0.617662 -0.296566 -0.115592 0.182486 -0.141004 0.087375 0.128001 0.271640 0.302001 0.773346 1.591127 1.779690 1.709561 2.245676 2.542449 2.913551 3.137897 3.446308 2.210311 2.489604 2.213048 2.535861 2.418802 1.893869 1.274107 1.070813 0.994693 1.089779 1.675627 1.662628 0.574342 -0.615577 -0.509932 -0.096484 0.095008 -0.160263 0.090706 0.526250 0.099010 -0.026564 0.258466 0.654480 0.556184 -0.410964 0.455020 0.467923 -0.135495 -0.543154 -0.240626 0.192391 0.601380 -0.267072 0.117052 0.558544 0.838775 1.026747 0.003252 0.236296 -0.048707 0.349967 -0.152525 -0.572880 -0.305362 0.146702 -0.150853 -0.012374 0.175895 0.330330 0.401863 0.993616 1.561795 1.925878 2.003900 1.917820 1.945310 2.321123 3.161164 4.246112 2.360311 1.860256 1.721596 2.080139 2.062011 1.810544 1.397394 1.485274 1.526875 1.546685 1.506471 2.018326 2.241149 0.559840 -0.458401 -0.068338 0.181302 -0.134330...[truncated_32640_elements]
Source_3,Batch_3,Frame_0,Layer_0,output_cov/Sigmoid:0,3,4 34 60 ,RAW_DATA:0.000001 0.000004 0.000001 0.000001 0.000000 0.000000 0.000001 0.000001 0.000000 0.000001 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000000 0.000000 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000000 0.000001 0.000001 0.000001 0.000000 0.000000 0.000002 0.000001 0.000001 0.000002 0.000006 0.000011 0.000008 0.000008 0.000003 0.000012 0.000353 0.000451 0.000217 0.000165 0.000111 0.000021 0.000002 0.000000 0.000000 0.000001 0.000000 0.000001 0.000000 0.000001 0.000001 0.000000 0.000005 0.000005 0.000001 0.000003 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000004 0.000010 0.000003 0.000007 0.000014...[truncated_8160_elements]
Source_3,Batch_3,Frame_0,Layer_1,output_bbox/BiasAdd:0,3,16 34 60 ,RAW_DATA:0.198965 0.481652 0.110574 0.184589 0.114006 0.384815 0.602486 0.963680 1.124815 0.235840 0.203774 0.788257 1.279255 0.804057 0.470573 0.210154 -0.113952 0.197020 0.516976 0.747483 0.676426 0.298751 0.296284 0.565229 0.936578 1.222333 0.193541 -0.513325 -0.751441 -0.522023 0.139385 0.543730 0.998321 0.436916 0.407534 0.322447 -0.618464 -0.268019 0.168403 0.559983 -0.054686 -0.456365 -0.720005 -0.351776 0.131289 0.600135 1.036855 1.479066 1.533171 1.283627 -0.202617 -0.580703 -0.006185 0.028014 -0.162751 0.318641 0.725287 1.281061 1.731372 0.157680 -0.011743 0.408113 0.549376 0.123998 0.456531 1.184071 1.477552 1.371417 1.336187 1.341139 1.480835 1.494467 1.565924 1.408831 1.376168 1.274019 1.186361 1.206003 1.289478 1.344836 1.162793 1.515560 1.828777 2.083432 1.773402 1.466370 1.299474 0.800618 -0.097225 -0.376498 0.170949 0.485502 1.073200 0.725355 0.310058 -0.890754 -0.641106 -0.288767 0.122604 0.577267...[truncated_32640_elements]
Source_0,Batch_4,Frame_1,Layer_0,output_cov/Sigmoid:0,3,4 34 60 ,RAW_DATA:0.000003 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000005 0.000007 0.000014 0.000012 0.000007 0.000011 0.000007 0.000005 0.000001 0.000001 0.000000 0.000001 0.000003 0.000007 0.000018 0.000035 0.000057 0.000040 0.000023 0.000003 0.000002 0.000001 0.000002 0.000003 0.000011 0.000007 0.000001 0.000001 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000002 0.000003 0.000005...[truncated_8160_elements]
Source_0,Batch_4,Frame_1,Layer_1,output_bbox/BiasAdd:0,3,16 34 60 ,RAW_DATA:0.000647 0.328852 0.780122 0.448032 0.526574 0.668380 0.683619 0.649757 0.612554 0.596201 0.576306 0.615075 0.564397 0.514523 0.634792 0.501368 0.617828 0.634130 0.612589 0.578539 0.570260 0.604180 0.606050 0.597230 0.571041 0.535950 0.544150 0.511136 0.419028 0.448565 0.415861 0.420625 0.275586 0.128399 0.107248 0.245152 0.233997 0.143672 0.220820 0.413322 0.985417 2.409514 2.442119 2.045885 1.349563 0.664152 0.914793 1.375070 2.676486 3.158530 2.920823 3.287549 3.119788 2.690645 1.935857 0.991785 0.548023 0.426061 0.243911 0.072136 0.444973 0.330520 0.835672 0.713092 0.740213 0.961992 1.121717 1.037463 0.997226 0.958573 0.966181 0.849986 0.758467 0.611813 0.700552 0.947547 1.024792 0.909040 0.792531 0.736985 0.896115 1.018596 1.027994 0.916220 0.951098 0.989852 1.048673 1.096744 1.639783 2.155601 2.259077 2.327039 3.397549 3.484744 2.659525 2.512004 2.187007 2.047520 1.942823 2.132252...[truncated_32640_elements]
Source_1,Batch_4,Frame_3,Layer_0,output_cov/Sigmoid:0,3,4 34 60 ,RAW_DATA:0.000005 0.000008 0.000007 0.000005 0.000004 0.000004 0.000003 0.000003 0.000003 0.000003 0.000002 0.000002 0.000001 0.000001 0.000001 0.000001 0.000001 0.000002 0.000002 0.000005 0.000006 0.000009 0.000008 0.000007 0.000004 0.000005 0.000008 0.000017 0.000024 0.000040 0.000027 0.000033 0.000018 0.000011 0.000005 0.000021 0.000021 0.000011 0.000019 0.000015 0.000020 0.000015 0.000006 0.000003 0.000003 0.000003 0.000004 0.000004 0.000003 0.000004 0.000004 0.000005 0.000005 0.000005 0.000005 0.000003 0.000004 0.000008 0.000024 0.000024 0.000003 0.000010 0.000016 0.000011 0.000007 0.000007 0.000008 0.000005 0.000003 0.000002 0.000001 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000004 0.000006 0.000008 0.000007 0.000006 0.000009 0.000006 0.000011 0.000003 0.000021 0.000019 0.000015 0.000018 0.000010 0.000012 0.000004 0.000008 0.000001 0.000006 0.000009 0.000011...[truncated_8160_elements]
Source_1,Batch_4,Frame_3,Layer_1,output_bbox/BiasAdd:0,3,16 34 60 ,RAW_DATA:0.614022 0.394050 0.691631 0.796957 0.815977 0.794626 0.507290 0.584347 0.591815 0.632433 0.809831 1.072127 1.206385 1.208615 1.085790 0.937422 0.871629 0.907067 0.772878 0.525618 0.552399 0.614699 0.656412 0.559860 0.505805 -0.200408 -0.231788 -0.027657 0.054685 0.153076 -0.083751 0.262896 0.447890 0.442603 0.731475 0.840587 0.774260 0.931613 1.254576 1.748801 1.807159 1.164473 0.562242 0.796326 0.871775 0.764948 0.623354 0.615900 0.618244 0.766016 0.580122 0.500257 0.525958 0.538859 0.528511 0.575091 0.622115 0.350730 0.320649 0.189112 0.355373 0.293649 0.745616 1.064580 1.139893 1.144027 1.173099 1.151849 1.204646 1.241738 1.328900 1.582092 1.766371 1.925336 1.726091 1.685257 1.328610 0.924361 0.595987 0.439686 0.220075 0.285631 0.401396 0.544647 0.949350 0.075741 0.253283 -0.035105 -0.223275 0.187365 -0.078044 0.274735 0.360583 0.336715 0.368997 0.588606 0.772293 0.865374 1.136101 1.409693...[truncated_32640_elements]
Source_2,Batch_4,Frame_2,Layer_0,output_cov/Sigmoid:0,3,4 34 60 ,RAW_DATA:0.000006 0.000003 0.000003 0.000002 0.000003 0.000005 0.000021 0.000037 0.000070 0.000014 0.000007 0.000013 0.000015 0.000006 0.000009 0.000014 0.000031 0.000015 0.000007 0.000021 0.000006 0.000006 0.000005 0.000006 0.000010 0.000005 0.000003 0.000006 0.000004 0.000003 0.000002 0.000004 0.000002 0.000001 0.000007 0.000075 0.000057 0.000085 0.000067 0.000023 0.000030 0.000011 0.000012 0.000022 0.000015 0.000049 0.000569 0.001375 0.000216 0.000054 0.000068 0.000077 0.000066 0.000060 0.000051 0.000036 0.000007 0.000003 0.000002 0.000000 0.000003 0.000002 0.000008 0.000003 0.000009 0.000003 0.000033 0.000045 0.000095 0.000044 0.000010 0.000005 0.000008 0.000007 0.000004 0.000002 0.000005 0.000006 0.000012 0.000057 0.000014 0.000009 0.000006 0.000014 0.000012 0.000003 0.000001 0.000002 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000016 0.000096 0.000099 0.000084 0.000051...[truncated_8160_elements]
Source_2,Batch_4,Frame_2,Layer_1,output_bbox/BiasAdd:0,3,16 34 60 ,RAW_DATA:-0.005302 0.219193 0.206840 -0.135012 -0.043913 0.002106 0.239530 -0.029309 -0.139427 0.118279 0.332684 0.598461 1.221406 1.333410 1.270260 1.065181 1.885715 2.679547 3.140146 2.975181 2.876554 2.863086 2.675683 2.167186 2.023779 1.966723 1.647895 1.315205 1.298569 1.095655 1.305474 1.502074 1.551264 0.309838 -0.595027 -0.262157 0.064640 -0.460126 -0.102266 0.169933 0.600648 -0.052844 -0.030651 0.317153 0.657301 -0.519958 -0.351763 0.091968 -0.479340 -0.221657 -0.014448 -0.041417 0.282200 -0.002574 -0.201344 0.199330 0.592048 1.065844 0.327746 0.124599 -0.097005 0.215387 0.685319 0.449266 -0.068389 -0.172682 -0.105777 -0.055121 -0.081729 0.132123 0.461812 0.638379 1.209580 1.125138 1.060598 1.245446 1.553304 2.153198 2.079206 2.783016 2.663334 2.123103 1.614417 1.826897 2.058804 2.097746 1.789419 1.670774 1.968118 1.723107 1.644327 1.527210 1.925697 1.664371 -0.508145 -0.288957 0.101064 0.221173 -0.100131 0.231384...[truncated_32640_elements]
Source_3,Batch_4,Frame_1,Layer_0,output_cov/Sigmoid:0,3,4 34 60 ,RAW_DATA:0.000001 0.000004 0.000001 0.000001 0.000000 0.000000 0.000001 0.000001 0.000000 0.000001 0.000001 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000000 0.000000 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000000 0.000000 0.000002 0.000001 0.000001 0.000001 0.000002 0.000003 0.000003 0.000003 0.000001 0.000006 0.000135 0.000212 0.000115 0.000087 0.000063 0.000013 0.000002 0.000000 0.000000 0.000001 0.000000 0.000001 0.000001 0.000002 0.000001 0.000001 0.000006 0.000005 0.000001 0.000003 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000002 0.000004 0.000001 0.000004 0.000005...[truncated_8160_elements]
Source_3,Batch_4,Frame_1,Layer_1,output_bbox/BiasAdd:0,3,16 34 60 ,RAW_DATA:0.190845 0.476689 -0.039788 0.142617 0.059810 0.354489 0.592290 0.970680 1.117304 0.164890 0.136448 0.668557 1.199927 0.723948 0.361874 0.121785 -0.206318 0.156207 0.474869 0.723266 0.707005 0.282006 0.291568 0.481208 0.803258 1.159272 0.207976 -0.529186 -0.744225 -0.516909 0.147360 0.540473 0.995136 0.399852 0.402597 0.510429 -0.606058 -0.279694 0.155849 0.516675 -0.190254 -0.538913 -0.701530 -0.355076 0.142711 0.601076 1.043133 1.439811 1.375455 1.190545 -0.355745 -0.578217 -0.048435 -0.006401 -0.177996 0.338660 0.775757 1.302718 1.792594 0.149568 -0.010437 0.385686 0.290911 0.034416 0.208161 1.047478 1.445246 1.355966 1.325004 1.342368 1.414361 1.396351 1.452842 1.246297 1.262806 1.124103 1.020261 1.138617 1.273608 1.293438 1.117732 1.427757 1.747698 1.915337 1.677821 1.368124 1.248575 0.792192 0.121745 -0.389702 0.170903 0.501228 1.078356 0.666615 0.309481 -0.790307 -0.666967 -0.314570 0.087755 0.493357...[truncated_32640_elements]
Source_0,Batch_5,Frame_2,Layer_0,output_cov/Sigmoid:0,3,4 34 60 ,RAW_DATA:0.000003 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000005 0.000008 0.000017 0.000019 0.000021 0.000028 0.000024 0.000016 0.000009 0.000001 0.000001 0.000001 0.000001 0.000002 0.000003 0.000008 0.000018 0.000034 0.000043 0.000034 0.000017 0.000004 0.000005 0.000003 0.000017 0.000009 0.000001 0.000002 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000001 0.000002 0.000001...[truncated_8160_elements]
Source_0,Batch_5,Frame_2,Layer_1,output_bbox/BiasAdd:0,3,16 34 60 ,RAW_DATA:0.001022 0.346596 0.798254 0.387658 0.510371 0.647275 0.678064 0.676038 0.629497 0.601725 0.587602 0.623877 0.585334 0.519712 0.669095 0.509225 0.576619 0.614191 0.621306 0.601495 0.593168 0.614722 0.608259 0.621004 0.606722 0.514565 0.577078 0.509286 0.394329 0.313921 0.286860 0.288940 0.191104 0.145914 0.142659 0.199261 0.122866 -0.033954 0.214093 0.440664 0.892795 1.424981 1.799259 2.252820 1.958098 1.255302 0.969295 0.636006 -0.092920 0.011989 0.912427 1.532962 1.642396 1.414649 1.513903 1.461740 1.062701 0.462464 0.335019 0.190565 0.431525 0.330386 0.859893 0.787189 0.781591 0.983729 1.134358 1.094397 0.958122 0.971496 1.147084 0.954409 0.850688 0.720469 0.890232 0.932999 0.876337 0.846139 0.776827 0.709198 0.918693 1.095925 1.173165 1.126673 1.114534 1.190246 1.152660 1.021553 1.442887 1.942134 1.491328 1.417849 2.869412 2.001631 0.743183 1.207266 2.007859 1.024463 0.256510 0.436895...[truncated_32640_elements]
