Source,Batch,Frame,Layer,LayerName,NumDims,Dimensions,RawTensorData
Source_0,Batch_269,Frame_268,Layer_1,output_bbox/BiasAdd:0,3,16 34 60 ,RAW_DATA:0.376798 0.448827 0.927755 1.053271 0.496597 0.118474 0.202293 0.442023 0.285688 0.204741 0.381617 0.410709 0.594288 0.639303 0.552011 0.463300 0.475047 0.480045 0.518017 0.526072 0.502722 0.526114 0.565434 0.568544 0.506045 0.466489 0.335860 0.317383 0.178540 0.170120 0.302092 0.362895 0.413164 0.433915 0.385285 0.432508 0.443402 0.465478 0.472824 0.498170 0.551645 0.589590 0.618264 0.609827 0.608994 0.618655 0.633051 0.628393 0.638322 0.648842 0.598624 0.616874 0.645662 0.646920 0.598308 0.602565 0.582708 0.192670 0.185764 0.135386 -0.017245 0.426751 0.900732 1.072202 0.351059 0.009666 -0.090253 0.287878 0.375275 0.026499 0.287529 0.451082 0.768566 0.876924 0.867643 0.871922 0.900972 0.948345 0.864751 0.872149 0.828768 0.854869 0.945880 0.937310 0.858917 0.781967 0.543006 0.370183 0.309968 0.453501 0.769751 0.823467 0.853589 0.736917 0.551603 0.569206 0.581758 0.581253 0.563650 0.558850...[truncated_32640_elements]
Source_0,Batch_270,Frame_269,Layer_0,output_cov/Sigmoid:0,3,4 34 60 ,RAW_DATA:0.000018 0.000029 0.000067 0.000068 0.000102 0.000187 0.000214 0.000167 0.000267 0.000131 0.000042 0.000015 0.000004 0.000003 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000002 0.000002 0.000016 0.000025 0.000010 0.000006 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000004 0.000007 0.000011 0.000021 0.000129 0.000366 0.000962 0.007954 0.006944 0.003443 0.000706 0.000232 0.000184 0.000024 0.000007 0.000004 0.000002 0.000002 0.000002 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000000 0.000001 0.000003 0.000006 0.000006 0.000002 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001...[truncated_8160_elements]
Source_0,Batch_270,Frame_269,Layer_1,output_bbox/BiasAdd:0,3,16 34 60 ,RAW_DATA:0.414806 0.429597 0.904718 0.595820 0.200976 0.122245 0.252775 0.353933 -0.031043 0.136526 0.318801 0.474077 0.645410 0.604725 0.439498 0.452394 0.461551 0.463253 0.508936 0.516849 0.494267 0.534379 0.574136 0.564087 0.496548 0.458790 0.338999 0.314290 0.177670 0.169826 0.287661 0.351324 0.405015 0.439676 0.389235 0.421175 0.427455 0.441689 0.462246 0.487020 0.537777 0.589662 0.617290 0.597339 0.585438 0.609036 0.618782 0.619181 0.638005 0.657250 0.622488 0.633624 0.649607 0.653995 0.607572 0.599198 0.566536 0.197131 0.186370 0.129024 -0.026430 0.355389 0.850809 0.194893 0.019738 -0.262907 0.159330 0.327181 0.148778 0.166985 0.413516 0.640406 0.723208 0.928879 0.861543 0.981757 0.996593 0.950158 0.864462 0.863529 0.800476 0.844930 0.927240 0.905616 0.814615 0.754297 0.531415 0.371255 0.315174 0.428923 0.748911 0.806078 0.844519 0.729822 0.552879 0.578735 0.563526 0.563228 0.540643 0.489153...[truncated_32640_elements]
Source_0,Batch_271,Frame_270,Layer_0,output_cov/Sigmoid:0,3,4 34 60 ,RAW_DATA:0.000028 0.000032 0.000047 0.000052 0.000158 0.000077 0.000063 0.000060 0.000034 0.000025 0.000020 0.000007 0.000003 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000002 0.000015 0.000025 0.000010 0.000006 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000004 0.000008 0.000017 0.000021 0.000186 0.000151 0.001170 0.001216 0.001116 0.000425 0.000044 0.000032 0.000014 0.000006 0.000003 0.000001 0.000001 0.000002 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000000 0.000001 0.000003 0.000007 0.000007 0.000002 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001...[truncated_8160_elements]
Source_0,Batch_271,Frame_270,Layer_1,output_bbox/BiasAdd:0,3,16 34 60 ,RAW_DATA:0.270237 0.434272 0.817514 0.937300 0.636168 0.410524 0.388857 0.447516 0.078636 0.320656 0.554221 0.849099 0.795639 0.621550 0.420636 0.432860 0.480923 0.481323 0.515290 0.525615 0.500768 0.528199 0.539284 0.539905 0.496254 0.451073 0.368903 0.308084 0.159730 0.173352 0.298646 0.365283 0.425211 0.445608 0.400623 0.442477 0.453645 0.442750 0.471941 0.504814 0.542313 0.577833 0.597447 0.574634 0.564704 0.594063 0.610195 0.617875 0.645299 0.628982 0.600183 0.624853 0.646341 0.657801 0.614366 0.616900 0.581531 0.192582 0.183711 0.132237 -0.044551 0.335217 0.812189 0.209483 -0.369439 0.075602 0.533768 0.788570 0.596521 0.273550 0.622249 1.084604 1.171498 0.922817 0.885368 0.975609 0.925243 0.956576 0.900199 0.891168 0.814370 0.829589 0.854725 0.844017 0.764225 0.684993 0.486054 0.363657 0.313458 0.466726 0.774856 0.843665 0.861857 0.725449 0.553228 0.610641 0.594455 0.563507 0.533546 0.493947...[truncated_32640_elements]
Source_0,Batch_272,Frame_271,Layer_0,output_cov/Sigmoid:0,3,4 34 60 ,RAW_DATA:0.000028 0.000075 0.000102 0.000064 0.000185 0.000424 0.000114 0.000063 0.000041 0.000037 0.000006 0.000001 0.000002 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000002 0.000015 0.000024 0.000011 0.000006 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000004 0.000008 0.000043 0.000105 0.000476 0.000738 0.000230 0.000134 0.000329 0.000077 0.000013 0.000040 0.000005 0.000002 0.000002 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000000 0.000001 0.000003 0.000007 0.000007 0.000002 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001...[truncated_8160_elements]
Source_0,Batch_272,Frame_271,Layer_1,output_bbox/BiasAdd:0,3,16 34 60 ,RAW_DATA:0.270961 0.430959 0.787330 -0.099491 -0.177308 0.233668 0.447588 0.581426 0.299527 0.570901 0.910736 0.823039 0.565544 0.439357 0.475935 0.491442 0.503836 0.490644 0.515020 0.528898 0.519560 0.547382 0.576830 0.577600 0.520107 0.469430 0.400656 0.306419 0.151280 0.172551 0.300270 0.366506 0.434159 0.451019 0.405370 0.483289 0.490909 0.471156 0.489781 0.522517 0.562102 0.593016 0.575121 0.587564 0.567055 0.582862 0.610698 0.609129 0.623174 0.624682 0.587864 0.582540 0.643544 0.661274 0.613632 0.609671 0.586333 0.194227 0.182547 0.132901 -0.085790 0.335000 0.497665 -0.482345 -0.179849 0.241955 0.622850 0.653532 0.411616 0.679962 1.156528 1.064820 1.111670 0.894568 0.998232 1.082887 1.035738 0.989268 0.926160 0.931242 0.933094 0.938630 0.949103 0.925784 0.813868 0.717088 0.514329 0.364880 0.296540 0.440794 0.768846 0.849026 0.918438 0.854327 0.636607 0.697975 0.648920 0.602114 0.534366 0.506136...[truncated_32640_elements]
Source_0,Batch_273,Frame_272,Layer_0,output_cov/Sigmoid:0,3,4 34 60 ,RAW_DATA:0.000007 0.000014 0.000036 0.000149 0.000220 0.000371 0.000291 0.000141 0.000088 0.000023 0.000002 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000002 0.000015 0.000023 0.000012 0.000007 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000004 0.000008 0.000009 0.000023 0.000465 0.000233 0.000097 0.000459 0.000750 0.000213 0.000258 0.000034 0.000006 0.000002 0.000001 0.000001 0.000002 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000000 0.000001 0.000004 0.000009 0.000007 0.000002 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001...[truncated_8160_elements]
Source_0,Batch_273,Frame_272,Layer_1,output_bbox/BiasAdd:0,3,16 34 60 ,RAW_DATA:0.609043 0.416616 0.459195 0.462073 0.784915 1.124190 2.045066 1.647977 1.030191 1.254942 1.164816 0.902551 0.540138 0.476211 0.490589 0.484157 0.502218 0.488141 0.516162 0.529837 0.519413 0.540929 0.558733 0.566927 0.514829 0.462267 0.400781 0.308574 0.149090 0.177828 0.311229 0.392305 0.451959 0.456924 0.423412 0.467808 0.477573 0.490102 0.505625 0.523540 0.559604 0.604904 0.591352 0.578444 0.563015 0.588280 0.616396 0.590057 0.603978 0.633414 0.596403 0.591892 0.632332 0.640598 0.618847 0.606299 0.579361 0.195685 0.176116 0.136045 -0.033870 0.332336 0.483863 0.366736 0.794806 1.104604 1.534735 1.544226 1.673134 1.959215 1.867503 1.560138 1.339902 0.985237 1.214019 1.028268 0.978882 0.971103 0.906463 0.922107 0.916183 0.911378 0.908250 0.896083 0.785666 0.711403 0.508721 0.365217 0.283515 0.420168 0.753722 0.854495 0.955190 1.024560 0.720097 0.740900 0.668832 0.606656 0.554499 0.519192...[truncated_32640_elements]
Source_0,Batch_274,Frame_273,Layer_0,output_cov/Sigmoid:0,3,4 34 60 ,RAW_DATA:0.000019 0.000026 0.000488 0.001271 0.002711 0.000973 0.001270 0.000353 0.001161 0.000043 0.000003 0.000002 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000002 0.000015 0.000024 0.000013 0.000008 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000004 0.000008 0.000064 0.000054 0.001805 0.001192 0.005016 0.005419 0.001755 0.000502 0.000644 0.000020 0.000004 0.000002 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000000 0.000001 0.000004 0.000009 0.000008 0.000002 0.000001 0.000001 0.000001 0.000001 0.000001 0.000000...[truncated_8160_elements]
Source_0,Batch_274,Frame_273,Layer_1,output_bbox/BiasAdd:0,3,16 34 60 ,RAW_DATA:0.374312 -0.581045 -0.455000 -0.113929 0.322080 0.771868 1.295318 1.652573 1.984991 1.997832 1.544775 0.836594 0.573488 0.566127 0.507168 0.496290 0.499237 0.472426 0.506561 0.516600 0.508711 0.531605 0.554211 0.561429 0.518228 0.461550 0.383385 0.317799 0.155345 0.168928 0.297725 0.372194 0.449377 0.466794 0.447037 0.518625 0.512824 0.516763 0.520993 0.519466 0.554982 0.612237 0.597897 0.570928 0.579593 0.601112 0.623042 0.612500 0.611811 0.638048 0.626152 0.627680 0.618981 0.632961 0.628624 0.620694 0.584959 0.194522 0.175917 0.133516 -0.109651 0.049747 0.345962 -0.075187 0.334955 0.716625 1.138582 1.538369 2.013831 2.030394 2.223204 1.757571 1.230080 1.104841 1.107637 1.044442 0.974446 0.911492 0.806025 0.838378 0.846545 0.868221 0.871351 0.864613 0.770207 0.698855 0.498976 0.363469 0.310750 0.436193 0.762819 0.850730 0.947405 1.158200 0.953433 0.910688 0.779992 0.632011 0.563416 0.523800...[truncated_32640_elements]
Source_0,Batch_275,Frame_274,Layer_0,output_cov/Sigmoid:0,3,4 34 60 ,RAW_DATA:0.000010 0.000007 0.000153 0.000047 0.000096 0.000163 0.000057 0.000059 0.000020 0.000002 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000002 0.000016 0.000022 0.000011 0.000007 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000004 0.000008 0.000012 0.000020 0.000028 0.000009 0.000040 0.000045 0.000011 0.000067 0.000007 0.000002 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000000 0.000001 0.000004 0.000010 0.000006 0.000002 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001...[truncated_8160_elements]
Source_0,Batch_275,Frame_274,Layer_1,output_bbox/BiasAdd:0,3,16 34 60 ,RAW_DATA:0.226786 0.416735 0.316099 0.113316 0.440625 1.094371 -0.134442 0.221175 0.723366 0.842540 0.793092 0.555969 0.504086 0.503103 0.470369 0.500707 0.512203 0.485789 0.515443 0.531616 0.505693 0.537845 0.572106 0.555215 0.507971 0.472685 0.372635 0.333826 0.147181 0.163590 0.316865 0.389392 0.414486 0.445433 0.415613 0.512031 0.505467 0.506882 0.476722 0.525788 0.573776 0.614412 0.576591 0.552778 0.584796 0.595222 0.603832 0.620288 0.619560 0.631626 0.628514 0.629641 0.648538 0.655448 0.630804 0.618253 0.580204 0.191663 0.179607 0.135406 -0.043704 0.311531 0.786418 1.187948 1.285023 1.478950 -0.043560 0.250135 1.001156 1.242478 1.168238 1.086707 0.978942 0.977228 1.010595 1.053932 1.074665 0.937819 0.854697 0.881773 0.878582 0.897288 0.883831 0.889239 0.775130 0.703481 0.493108 0.373432 0.308609 0.420021 0.754084 0.842955 0.885086 1.033409 0.813709 0.858266 0.744764 0.658228 0.581276 0.569877...[truncated_32640_elements]
Source_0,Batch_276,Frame_275,Layer_0,output_cov/Sigmoid:0,3,4 34 60 ,RAW_DATA:0.000051 0.000033 0.000350 0.000179 0.000487 0.000061 0.000007 0.000004 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000002 0.000015 0.000022 0.000011 0.000007 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000004 0.000008 0.000085 0.000089 0.000055 0.000030 0.000021 0.000013 0.000015 0.000005 0.000002 0.000002 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000000 0.000001 0.000004 0.000010 0.000006 0.000002 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001...[truncated_8160_elements]
Source_0,Batch_276,Frame_275,Layer_1,output_bbox/BiasAdd:0,3,16 34 60 ,RAW_DATA:0.030645 0.429782 0.237199 0.088498 0.584383 1.182213 1.257320 1.176713 0.857549 0.614524 0.544304 0.518390 0.532301 0.505643 0.472590 0.500032 0.508922 0.477256 0.508610 0.517024 0.503253 0.545898 0.576409 0.559266 0.512048 0.465187 0.362294 0.326727 0.143848 0.167209 0.320225 0.411618 0.424656 0.448820 0.423259 0.521571 0.515353 0.511338 0.494295 0.565472 0.620336 0.624026 0.546988 0.522947 0.539645 0.594417 0.617255 0.633000 0.630321 0.645249 0.632500 0.633848 0.656301 0.664310 0.632037 0.611664 0.577476 0.192313 0.181860 0.134985 0.019774 0.353215 0.882507 0.517330 0.721147 1.334668 1.683586 1.628630 1.575680 1.261451 1.224300 1.157284 1.059553 0.924062 0.989879 1.020874 1.034401 0.926058 0.822259 0.828103 0.826820 0.882556 0.902744 0.893538 0.775635 0.708481 0.501135 0.371216 0.300277 0.418810 0.759046 0.856297 0.916219 1.033448 0.759430 0.857002 0.774172 0.743258 0.636898 0.674542...[truncated_32640_elements]
Source_0,Batch_277,Frame_276,Layer_0,output_cov/Sigmoid:0,3,4 34 60 ,RAW_DATA:0.000036 0.000013 0.000021 0.000010 0.000014 0.000008 0.000003 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000000 0.000001 0.000002 0.000014 0.000022 0.000009 0.000006 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000004 0.000008 0.000021 0.000007 0.000005 0.000007 0.000009 0.000008 0.000004 0.000002 0.000002 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000000 0.000001 0.000005 0.000011 0.000006 0.000002 0.000001 0.000001 0.000001 0.000000 0.000000 0.000001...[truncated_8160_elements]
Source_0,Batch_277,Frame_276,Layer_1,output_bbox/BiasAdd:0,3,16 34 60 ,RAW_DATA:0.021145 0.446207 0.909433 1.212932 1.255639 1.496403 1.237210 1.029709 0.714906 0.543793 0.557462 0.553451 0.543630 0.505721 0.474180 0.488067 0.489751 0.475672 0.517414 0.511947 0.505217 0.548347 0.576383 0.554373 0.505469 0.462338 0.356346 0.331296 0.167385 0.166455 0.327588 0.415803 0.439084 0.448482 0.464737 0.558784 0.548470 0.539451 0.527979 0.555394 0.662475 0.639015 0.631556 0.601502 0.595862 0.612816 0.612208 0.629032 0.624284 0.633804 0.615422 0.631426 0.648840 0.672524 0.642367 0.608005 0.574736 0.199270 0.183952 0.135840 0.038908 0.342894 0.872573 1.314819 1.588068 1.922815 1.804133 1.697920 1.415293 1.239241 1.268314 1.180034 1.007336 0.875466 0.942078 0.968034 0.950107 0.894932 0.824314 0.826703 0.832463 0.886463 0.896876 0.882225 0.766031 0.699150 0.485465 0.367811 0.286409 0.440615 0.771238 0.870662 0.879830 0.983941 0.786962 0.925011 0.896175 0.841923 0.665949 0.621689...[truncated_32640_elements]
Source_0,Batch_278,Frame_277,Layer_0,output_cov/Sigmoid:0,3,4 34 60 ,RAW_DATA:0.000002 0.000006 0.000005 0.000008 0.000004 0.000002 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000002 0.000014 0.000023 0.000009 0.000006 0.000001 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000004 0.000007 0.000002 0.000002 0.000001 0.000003 0.000004 0.000004 0.000002 0.000002 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000000 0.000001 0.000004 0.000010 0.000006 0.000002 0.000001 0.000001 0.000001 0.000000 0.000001 0.000001...[truncated_8160_elements]
Source_0,Batch_278,Frame_277,Layer_1,output_bbox/BiasAdd:0,3,16 34 60 ,RAW_DATA:0.530851 0.421377 0.848948 1.000101 1.183260 1.331863 1.226051 0.935990 0.583211 0.409611 0.455987 0.525737 0.524659 0.512699 0.482979 0.485586 0.500024 0.478058 0.505208 0.504517 0.512191 0.539242 0.569484 0.553670 0.508922 0.462879 0.338223 0.314371 0.175960 0.160683 0.310854 0.388002 0.474403 0.497727 0.524477 0.535989 0.538911 0.601033 0.649797 0.683918 0.649148 0.739697 0.682802 0.626866 0.657218 0.656865 0.609010 0.613478 0.616106 0.633370 0.621851 0.636100 0.642084 0.661206 0.620144 0.587162 0.563856 0.193227 0.183662 0.134841 -0.033654 0.340363 0.887219 1.151483 1.418405 1.645843 1.658678 1.432419 1.220101 1.100907 1.089874 1.045445 0.960393 0.899476 0.999440 1.032256 1.031323 0.935735 0.866331 0.820333 0.844763 0.895424 0.924170 0.895706 0.776370 0.715112 0.507717 0.366292 0.290108 0.439722 0.755540 0.860560 0.944413 0.984915 0.799148 0.938779 1.004418 1.039013 0.866475 0.847689...[truncated_32640_elements]
Source_0,Batch_279,Frame_278,Layer_0,output_cov/Sigmoid:0,3,4 34 60 ,RAW_DATA:0.000013 0.000006 0.000020 0.000012 0.000018 0.000003 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000002 0.000013 0.000020 0.000009 0.000006 0.000001 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000005 0.000007 0.000004 0.000013 0.000008 0.000013 0.000022 0.000009 0.000004 0.000003 0.000002 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000000 0.000001 0.000004 0.000008 0.000006 0.000002 0.000001 0.000001 0.000001 0.000000 0.000000 0.000001...[truncated_8160_elements]
Source_0,Batch_279,Frame_278,Layer_1,output_bbox/BiasAdd:0,3,16 34 60 ,RAW_DATA:0.182369 0.377067 0.867500 1.047394 1.296195 1.479726 1.199783 0.887663 0.548953 0.410069 0.452355 0.514684 0.523076 0.500503 0.480466 0.481688 0.476045 0.479955 0.493704 0.489291 0.506475 0.545772 0.566040 0.557964 0.516581 0.460836 0.334342 0.309394 0.170296 0.147394 0.289875 0.343471 0.456134 0.502833 0.537002 0.505053 0.527312 0.683728 0.729966 0.747856 0.703422 0.901127 0.633835 0.645386 0.622508 0.478977 0.526365 0.620594 0.624525 0.637526 0.622995 0.631372 0.640394 0.668539 0.616761 0.576006 0.562238 0.201314 0.156243 0.121092 0.012970 0.369706 0.884159 1.332895 1.405713 1.880764 1.780210 1.571647 1.243186 1.021121 1.086537 0.930788 0.907305 0.862208 0.961219 0.993965 0.981155 0.917341 0.862008 0.850072 0.834819 0.909112 0.913926 0.916830 0.781328 0.693424 0.490501 0.361592 0.300420 0.416886 0.630876 0.780290 0.917815 0.932467 0.778104 0.904320 1.009694 1.273090 1.180491 1.191873...[truncated_32640_elements]
Source_0,Batch_280,Frame_279,Layer_0,output_cov/Sigmoid:0,3,4 34 60 ,RAW_DATA:0.000009 0.000006 0.000053 0.000018 0.000005 0.000002 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000002 0.000013 0.000020 0.000009 0.000007 0.000001 0.000001 0.000000 0.000000 0.000000 0.000000 0.000001 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000004 0.000007 0.000003 0.000002 0.000029 0.000022 0.000004 0.000006 0.000003 0.000002 0.000002 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000000 0.000001 0.000004 0.000007 0.000007 0.000002 0.000002 0.000001 0.000000 0.000000 0.000000 0.000001...[truncated_8160_elements]
Source_0,Batch_280,Frame_279,Layer_1,output_bbox/BiasAdd:0,3,16 34 60 ,RAW_DATA:0.033811 0.425130 0.929791 1.346463 1.213154 1.214009 1.034510 0.711384 0.471152 0.456329 0.532360 0.526433 0.519813 0.499123 0.472953 0.476669 0.481052 0.466919 0.487387 0.499592 0.515950 0.553927 0.595746 0.578278 0.519676 0.459789 0.335497 0.320168 0.185123 0.147736 0.295158 0.341638 0.431335 0.523279 0.513902 0.490969 0.568128 0.721763 0.655930 0.538797 0.514090 0.632180 0.757753 0.652553 0.626916 0.493466 0.391019 0.528308 0.618208 0.640892 0.649256 0.635670 0.621278 0.615245 0.594696 0.575221 0.563024 0.209590 0.173207 0.120582 -0.004685 0.337994 0.890636 1.332084 1.255668 1.466840 1.469582 1.385541 1.163857 1.065037 1.079691 0.951694 0.903136 0.853165 0.963505 0.974600 0.978078 0.881475 0.844292 0.831785 0.829527 0.924234 0.927385 0.911712 0.778013 0.675505 0.476620 0.361476 0.326382 0.438069 0.609016 0.748823 0.939378 1.125868 1.029019 1.015928 1.127462 1.179601 1.086399 0.730523...[truncated_32640_elements]
Source_0,Batch_281,Frame_280,Layer_0,output_cov/Sigmoid:0,3,4 34 60 ,RAW_DATA:0.000005 0.000007 0.000014 0.000007 0.000003 0.000002 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000002 0.000014 0.000020 0.000008 0.000007 0.000001 0.000001 0.000001 0.000000 0.000000 0.000001 0.000001 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000004 0.000007 0.000002 0.000003 0.000013 0.000016 0.000003 0.000004 0.000002 0.000002 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000000 0.000001 0.000004 0.000007 0.000006 0.000002 0.000002 0.000001 0.000000 0.000001 0.000001 0.000001...[truncated_8160_elements]
