Source,Batch,Frame,Layer,LayerName,NumDims,Dimensions,RawTensorData
Source_0,Batch_4,Frame_2,Layer_0,output_cov/Sigmoid:0,3,4 34 60 ,RAW_DATA:0.000009 0.000006 0.000003 0.000002 0.000001 0.000000 0.000001 0.000001 0.000000 0.000001 0.000001 0.000001 0.000001 0.000000 0.000001 0.000001 0.000000 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000002 0.000010 0.000027 0.000007 0.000004 0.000001 0.000000 0.000000 0.000001 0.000001 0.000001 0.000001 0.000000 0.000000 0.000001 0.000005 0.000221 0.000156 0.000381 0.000195 0.000009 0.000001 0.000001 0.000000 0.000000 0.000001 0.000000 0.000000 0.000000 0.000000 0.000001 0.000004 0.000006 0.000001 0.000001 0.000001 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000001 0.000001 0.000001 0.000000 0.000002 0.000002 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000000 0.000001 0.000006 0.000008 0.000004 0.000002 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001...[truncated_8160_elements]
Source_0,Batch_4,Frame_2,Layer_1,output_bbox/BiasAdd:0,3,16 34 60 ,RAW_DATA:0.304741 0.419914 0.906539 1.353461 1.400871 1.424959 1.351658 1.453484 1.562470 1.335610 1.271712 1.306349 1.315497 1.173525 1.627963 1.411188 1.259994 0.979352 0.641253 0.656613 0.792151 0.835307 0.801998 0.702513 0.531766 0.341812 0.268752 0.183964 0.183945 0.316024 0.403603 0.465873 0.426483 0.391592 0.377568 0.459636 0.474840 0.515399 0.549492 0.567415 0.555196 0.273795 -0.321308 -0.269183 0.116915 0.570345 1.018693 1.068072 1.193091 0.911838 0.717061 0.687898 0.699648 0.675388 0.683076 0.660960 0.596044 0.193591 0.173533 0.131685 0.025480 0.401481 0.878738 1.342845 1.802267 2.196164 2.691459 2.477046 2.029513 2.115509 3.149441 2.997026 2.380706 1.847217 1.984862 2.691748 2.489202 2.005988 1.657727 1.587215 1.711501 2.059023 1.782291 1.805148 1.416075 0.728126 0.403328 0.262880 0.423041 0.588404 0.671926 0.641683 0.557739 0.462822 0.488861 0.572977 0.651461 0.705299 0.855011 1.105321...[truncated_32640_elements]
Source_1,Batch_4,Frame_3,Layer_0,output_cov/Sigmoid:0,3,4 34 60 ,RAW_DATA:0.000005 0.000008 0.000007 0.000005 0.000004 0.000004 0.000003 0.000003 0.000003 0.000003 0.000002 0.000002 0.000001 0.000001 0.000001 0.000001 0.000001 0.000002 0.000002 0.000005 0.000006 0.000010 0.000009 0.000007 0.000004 0.000005 0.000007 0.000017 0.000025 0.000043 0.000029 0.000033 0.000018 0.000013 0.000005 0.000022 0.000020 0.000011 0.000018 0.000015 0.000019 0.000016 0.000006 0.000003 0.000003 0.000003 0.000004 0.000004 0.000003 0.000004 0.000004 0.000005 0.000005 0.000005 0.000005 0.000003 0.000004 0.000008 0.000024 0.000024 0.000003 0.000010 0.000016 0.000011 0.000007 0.000007 0.000008 0.000005 0.000003 0.000002 0.000001 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000001 0.000004 0.000007 0.000009 0.000007 0.000006 0.000009 0.000006 0.000011 0.000003 0.000021 0.000021 0.000017 0.000020 0.000011 0.000012 0.000004 0.000008 0.000001 0.000005 0.000007 0.000011...[truncated_8160_elements]
Source_1,Batch_4,Frame_3,Layer_1,output_bbox/BiasAdd:0,3,16 34 60 ,RAW_DATA:0.614021 0.394050 0.691631 0.796956 0.815977 0.794627 0.507292 0.584224 0.590655 0.631066 0.807129 1.070660 1.209401 1.214646 1.078102 0.916216 0.845493 0.889714 0.753469 0.532007 0.559118 0.587708 0.604973 0.513943 0.334492 -0.243949 -0.221153 -0.036857 0.030287 0.154000 -0.078142 0.266329 0.443559 0.480216 0.720016 0.808896 0.690484 0.902643 1.239990 1.766738 1.812144 1.178726 0.550766 0.788263 0.864173 0.755979 0.613014 0.612558 0.617454 0.765889 0.579483 0.499501 0.525661 0.538783 0.528511 0.575091 0.622115 0.350730 0.320649 0.189112 0.355373 0.293649 0.745616 1.064580 1.139893 1.144026 1.173138 1.151479 1.203922 1.239820 1.325454 1.579077 1.761301 1.924967 1.728034 1.680300 1.325553 0.907827 0.560431 0.397514 0.151174 0.193838 0.379662 0.541325 0.936726 -0.015525 0.245088 -0.076167 -0.221558 0.188742 -0.063986 0.267702 0.371111 0.332613 0.350796 0.594254 0.771441 0.865503 1.128142 1.409487...[truncated_32640_elements]
Source_0,Batch_5,Frame_3,Layer_0,output_cov/Sigmoid:0,3,4 34 60 ,RAW_DATA:0.000009 0.000006 0.000004 0.000003 0.000001 0.000001 0.000002 0.000001 0.000000 0.000001 0.000001 0.000001 0.000001 0.000000 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000002 0.000002 0.000010 0.000026 0.000007 0.000004 0.000001 0.000000 0.000000 0.000001 0.000001 0.000001 0.000001 0.000001 0.000000 0.000000 0.000002 0.000401 0.001256 0.002683 0.000924 0.000020 0.000003 0.000001 0.000001 0.000000 0.000001 0.000000 0.000000 0.000000 0.000000 0.000001 0.000004 0.000006 0.000001 0.000001 0.000001 0.000001 0.000000 0.000000 0.000001 0.000000 0.000000 0.000001 0.000001 0.000001 0.000000 0.000000 0.000001 0.000002 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000000 0.000001 0.000005 0.000008 0.000004 0.000002 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001...[truncated_8160_elements]
Source_0,Batch_5,Frame_3,Layer_1,output_bbox/BiasAdd:0,3,16 34 60 ,RAW_DATA:0.340536 0.417876 0.907788 1.365773 1.434071 1.407947 1.467095 1.614392 1.708387 1.286387 1.118274 1.309943 1.271286 1.282239 1.475334 1.175051 1.155599 0.920653 0.693278 0.700818 0.837149 0.889366 0.898149 0.782538 0.512093 0.317506 0.264246 0.180645 0.182063 0.314183 0.402035 0.466903 0.428124 0.395273 0.381008 0.467070 0.491167 0.520783 0.547932 0.581171 0.594294 0.222879 -0.168801 -0.390276 0.035447 0.491415 0.926077 0.929257 1.395736 1.005548 0.767118 0.723892 0.721196 0.686368 0.686341 0.671979 0.599093 0.195180 0.175553 0.130341 0.039217 0.397034 0.877531 1.338515 1.782822 2.169746 2.692744 2.429548 2.016979 2.035712 2.821045 2.749198 1.771891 1.583428 1.969948 2.533643 2.220336 1.913875 1.643043 1.567737 1.878499 2.075343 1.789430 1.846119 1.347755 0.713090 0.399773 0.256903 0.424436 0.605464 0.677917 0.644870 0.563742 0.479220 0.510156 0.588695 0.644113 0.695428 0.834546 1.038111...[truncated_32640_elements]
Source_1,Batch_5,Frame_4,Layer_0,output_cov/Sigmoid:0,3,4 34 60 ,RAW_DATA:0.000005 0.000008 0.000007 0.000005 0.000004 0.000004 0.000003 0.000003 0.000003 0.000003 0.000002 0.000002 0.000001 0.000001 0.000001 0.000001 0.000001 0.000002 0.000002 0.000005 0.000006 0.000009 0.000008 0.000007 0.000005 0.000006 0.000009 0.000021 0.000030 0.000051 0.000030 0.000032 0.000018 0.000010 0.000004 0.000018 0.000019 0.000010 0.000018 0.000015 0.000018 0.000015 0.000006 0.000003 0.000003 0.000003 0.000004 0.000004 0.000003 0.000004 0.000004 0.000005 0.000005 0.000005 0.000005 0.000003 0.000004 0.000008 0.000024 0.000024 0.000003 0.000010 0.000016 0.000011 0.000007 0.000007 0.000008 0.000005 0.000003 0.000002 0.000001 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000004 0.000006 0.000009 0.000007 0.000007 0.000011 0.000006 0.000010 0.000003 0.000025 0.000021 0.000017 0.000019 0.000009 0.000010 0.000003 0.000007 0.000001 0.000005 0.000008 0.000010...[truncated_8160_elements]
Source_1,Batch_5,Frame_4,Layer_1,output_bbox/BiasAdd:0,3,16 34 60 ,RAW_DATA:0.614021 0.394050 0.691631 0.796956 0.815977 0.794627 0.507297 0.584357 0.592087 0.633354 0.808827 1.066777 1.206164 1.220312 1.098065 0.950447 0.892902 0.907253 0.769387 0.511030 0.514682 0.559483 0.547943 0.512182 0.442999 -0.224243 -0.294591 -0.068115 0.097696 0.145972 -0.077008 0.265677 0.420263 0.365288 0.747016 0.858519 0.802978 0.929758 1.242455 1.717503 1.785758 1.126932 0.548711 0.789941 0.855837 0.744683 0.605611 0.606909 0.615588 0.767912 0.580429 0.500909 0.526260 0.538926 0.528507 0.575086 0.622115 0.350730 0.320649 0.189112 0.355373 0.293649 0.745616 1.064580 1.139893 1.144025 1.173177 1.152042 1.205742 1.243589 1.331417 1.585038 1.766522 1.931893 1.734118 1.702321 1.331475 0.918713 0.566027 0.383229 0.093694 0.141117 0.370021 0.535471 0.924049 0.228073 0.263245 -0.092853 -0.216664 0.192807 -0.061933 0.269598 0.322334 0.376268 0.455005 0.592537 0.772346 0.863373 1.129313 1.402369...[truncated_32640_elements]
Source_0,Batch_6,Frame_4,Layer_0,output_cov/Sigmoid:0,3,4 34 60 ,RAW_DATA:0.000009 0.000005 0.000005 0.000003 0.000002 0.000001 0.000003 0.000001 0.000000 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000000 0.000001 0.000001 0.000001 0.000001 0.000001 0.000000 0.000001 0.000001 0.000001 0.000002 0.000003 0.000011 0.000025 0.000008 0.000004 0.000001 0.000001 0.000000 0.000000 0.000001 0.000001 0.000000 0.000001 0.000000 0.000000 0.000002 0.000074 0.000075 0.000171 0.000449 0.000027 0.000002 0.000002 0.000000 0.000000 0.000001 0.000000 0.000000 0.000000 0.000000 0.000001 0.000004 0.000007 0.000001 0.000001 0.000001 0.000001 0.000000 0.000000 0.000001 0.000000 0.000000 0.000001 0.000001 0.000001 0.000000 0.000001 0.000002 0.000002 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000000 0.000001 0.000006 0.000008 0.000004 0.000002 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001...[truncated_8160_elements]
Source_0,Batch_6,Frame_4,Layer_1,output_bbox/BiasAdd:0,3,16 34 60 ,RAW_DATA:0.311000 0.410959 0.905217 1.348714 1.364969 1.408090 1.526921 1.599006 1.618969 1.152966 0.914126 1.038727 1.067643 1.467713 1.680266 1.422677 1.119750 0.718578 0.609492 0.684576 0.860238 0.917160 0.885290 0.710135 0.444224 0.315746 0.258254 0.228015 0.236324 0.300190 0.417161 0.540027 0.440448 0.395158 0.375097 0.461136 0.484729 0.517098 0.554391 0.607023 0.652406 0.202578 -0.451081 -0.544538 -0.069075 0.305326 0.832654 1.204756 1.522705 0.949737 0.782901 0.764545 0.755713 0.714883 0.687221 0.675384 0.607239 0.184863 0.180131 0.126708 0.034975 0.389981 0.871947 1.332522 1.754612 2.134728 2.654063 2.285740 1.998418 1.995177 2.661666 2.723983 1.893918 2.306170 2.346397 2.765904 2.433528 1.891549 1.449272 1.482652 1.832198 2.003133 1.634499 1.543703 1.116343 0.535664 0.352667 0.298453 0.479316 0.698891 0.844412 0.772673 0.586780 0.484470 0.487023 0.588314 0.623889 0.671024 0.848690 1.039032...[truncated_32640_elements]
Source_1,Batch_6,Frame_5,Layer_0,output_cov/Sigmoid:0,3,4 34 60 ,RAW_DATA:0.000005 0.000008 0.000007 0.000005 0.000004 0.000004 0.000003 0.000003 0.000003 0.000003 0.000002 0.000002 0.000001 0.000001 0.000001 0.000001 0.000001 0.000002 0.000002 0.000005 0.000005 0.000008 0.000008 0.000008 0.000006 0.000007 0.000009 0.000019 0.000027 0.000048 0.000037 0.000041 0.000018 0.000009 0.000004 0.000019 0.000019 0.000010 0.000017 0.000014 0.000020 0.000015 0.000006 0.000003 0.000003 0.000003 0.000004 0.000004 0.000003 0.000004 0.000004 0.000005 0.000005 0.000005 0.000005 0.000003 0.000004 0.000008 0.000024 0.000024 0.000003 0.000010 0.000016 0.000011 0.000007 0.000007 0.000008 0.000005 0.000003 0.000002 0.000001 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000003 0.000006 0.000009 0.000007 0.000008 0.000012 0.000007 0.000010 0.000003 0.000022 0.000021 0.000019 0.000024 0.000010 0.000011 0.000004 0.000008 0.000001 0.000005 0.000008 0.000010...[truncated_8160_elements]
Source_1,Batch_6,Frame_5,Layer_1,output_bbox/BiasAdd:0,3,16 34 60 ,RAW_DATA:0.614021 0.394050 0.691631 0.796956 0.815977 0.794627 0.507299 0.584421 0.592377 0.633937 0.811233 1.072043 1.215634 1.217825 1.110131 0.935109 0.858826 0.885489 0.749444 0.518680 0.532734 0.589595 0.543070 0.467983 0.337957 -0.188997 -0.187003 -0.033532 0.064926 0.144439 -0.083421 0.262751 0.402484 0.373114 0.651493 0.772823 0.744087 0.927068 1.263096 1.744549 1.813792 1.145447 0.539254 0.776441 0.848070 0.746878 0.614853 0.611918 0.617288 0.775455 0.582325 0.501152 0.526218 0.538913 0.528508 0.575088 0.622115 0.350730 0.320649 0.189112 0.355373 0.293649 0.745616 1.064580 1.139893 1.144027 1.173266 1.152672 1.207322 1.245891 1.334257 1.592866 1.781037 1.936859 1.734761 1.695385 1.323733 0.910517 0.550602 0.388047 0.115559 0.171033 0.411470 0.609392 0.969038 0.322852 0.274622 -0.032977 -0.224425 0.181454 -0.075907 0.269275 0.315573 0.358971 0.387515 0.577634 0.776298 0.869767 1.157695 1.428384...[truncated_32640_elements]
Source_0,Batch_7,Frame_5,Layer_0,output_cov/Sigmoid:0,3,4 34 60 ,RAW_DATA:0.000008 0.000004 0.000004 0.000003 0.000001 0.000001 0.000002 0.000001 0.000001 0.000002 0.000001 0.000001 0.000001 0.000000 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000000 0.000001 0.000001 0.000001 0.000002 0.000003 0.000011 0.000024 0.000007 0.000004 0.000001 0.000001 0.000001 0.000000 0.000001 0.000001 0.000000 0.000000 0.000000 0.000000 0.000001 0.000007 0.000055 0.000052 0.000059 0.000022 0.000002 0.000001 0.000000 0.000000 0.000001 0.000000 0.000000 0.000000 0.000000 0.000001 0.000004 0.000007 0.000001 0.000001 0.000001 0.000001 0.000000 0.000000 0.000001 0.000000 0.000000 0.000000 0.000000 0.000001 0.000000 0.000000 0.000001 0.000001 0.000000 0.000000 0.000000 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000000 0.000001 0.000006 0.000008 0.000004 0.000002 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001 0.000001...[truncated_8160_elements]
Source_0,Batch_7,Frame_5,Layer_1,output_bbox/BiasAdd:0,3,16 34 60 ,RAW_DATA:0.342795 0.403494 0.900003 1.344257 1.363811 1.434065 1.482112 1.487616 1.472618 1.018253 0.372198 0.544983 0.770701 0.990473 1.255496 0.989697 0.956520 0.844941 0.786001 0.811229 0.916146 0.959827 0.913703 0.759092 0.414386 0.309886 0.264979 0.222001 0.223438 0.312973 0.420058 0.546467 0.441717 0.393782 0.378199 0.469401 0.484078 0.524515 0.567413 0.642436 0.672651 0.430519 -0.159291 -0.320422 -0.069657 0.239085 0.777105 1.181463 1.505919 0.910161 0.856423 0.796919 0.733450 0.715940 0.680061 0.675822 0.601055 0.186386 0.181934 0.126351 0.043634 0.391210 0.871186 1.328819 1.747829 2.050337 2.551208 2.220656 2.006587 1.774968 2.030369 1.838957 1.539510 1.815408 1.909584 2.393994 2.257758 1.739431 1.572357 1.539794 1.841728 2.039635 1.728297 1.671067 1.246432 0.569311 0.358612 0.300141 0.470931 0.717269 0.826536 0.776745 0.608916 0.503723 0.507459 0.597745 0.610627 0.707463 0.820225 0.975238...[truncated_32640_elements]
